,latitude,longitude,shop,name,city,pincode,TOT_P,revenue,shop_category,SC_ST_RATE,Total_literacy_rate,ill_rate,childreen_population_rate,Cultivators_pulation_rate,agricultural_population_rate,household_industry_population_rate,Other_Worker_population_rate,marginial_workers_population_rate,marginial_workers_lessthan6months_population_rate,total_working_population_rate,Street_Address
0,19.140853,72.8324598,mall,Crystal Plaza,mumbai,400053,12442373,3736454.81,General Retail,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
1,18.9652997,72.8072717,clothes,VAMA,mumbai,400026,12442373,9429727.81,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
2,19.0499651,72.8263763,bicycle,Nattu Cyclewalla,mumbai,400050,12442373,2538708.3,Specialty & Hobby,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
3,19.0551689,72.8269905,bakery,J Hearsch and Co,mumbai,400050,12442373,8889861.55,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hill Road"
4,18.9542416,72.7973374,alcohol,Moksh Wines,mumbai,400006,12442373,3385690.78,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
5,18.9775387,72.8109505,supermarket,Heera Panna,mumbai,400026,12442373,4260205.79,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
6,18.9321174,72.8326369,supermarket,Akbarallys,mumbai,400032,12442373,4629554.57,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
7,18.9280426,72.8311609,clothes,Westside,mumbai,400032,12442373,7037019.17,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
8,18.9599225,72.8307554,bakery,Imadadiya Bakery,mumbai,400003,12442373,7282917.05,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
9,18.9599275,72.8309377,bakery,Firoz Farsan,mumbai,400003,12442373,7776659.68,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
10,19.1548114,72.8564354,convenience,Food Bazar,mumbai,400062,12442373,3280565.19,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
11,18.9445101,72.8262529,bakery,Paris Bakery,mumbai,400020,12442373,7942876.78,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
12,18.9334183,72.8270064,convenience,Sarvodaya,mumbai,400023,12442373,4645159.25,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
13,18.9282125,72.8318961,travel_agency,,mumbai,400023,12442373,3338185.98,Services,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
14,19.1665304,72.8459389,variety_store,Ashoka Shopping Centre,mumbai,400062,12442373,3086231.7,General Retail,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
15,18.9349748,72.8333911,hairdresser,Fort Hairdresser,mumbai,400038,12442373,1936330.69,Health & Beauty,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
16,18.9295514,72.8275099,books,Oxford Bookstore,mumbai,400023,12442373,139178.62,Specialty & Hobby,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
17,19.1122189,72.8504226,doityourself,Advanced Music Labs,mumbai,400069,12442373,2514894.69,Home & Garden,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Koldongri 1"
18,19.1111671,72.8499103,seafood,Fish Market,mumbai,400057,12442373,3406894.2,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
19,19.1875716,72.8467885,department_store,Nataraj Market,mumbai,400064,12442373,2835570.87,General Retail,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
20,19.1865736,72.8350829,supermarket,Dechatholon,mumbai,400064,12442373,4745566.95,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Link Road"
21,19.2310267,72.8555369,department_store,Dattani Trade Centre,mumbai,400066,12442373,2973091.96,General Retail,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
22,19.1900395,72.8591049,mall,"Big Bazzar, Kandivali",mumbai,400097,12442373,2636648.22,General Retail,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
23,19.0429129,72.9291774,convenience,store,mumbai,400094,12442373,3818780.84,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
24,19.0465233,72.9301548,seafood,,mumbai,400094,12442373,2991076.3,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
25,19.0423488,72.9332959,bakery,Bliss Bakery,mumbai,400094,12442373,7531155.24,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
26,19.0423412,72.933379,convenience,Laxmi general store,mumbai,400094,12442373,4542592.74,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
27,19.0432312,72.9248979,kiosk,Reliance,mumbai,400088,12442373,2053476.83,General Retail,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
28,19.2177069,72.8285354,supermarket,Apna Bazaar,mumbai,400067,12442373,3498754.72,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,RDP Road No 5"
29,19.2131555,72.8422201,supermarket,DMart,mumbai,400067,12442373,3904791.76,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Boraspada Road"
30,19.1300182,72.869869,car_repair,BMW Motorrad Service,mumbai,400096,12442373,2456096.17,Services,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
31,19.1048517,72.8483586,clothes,Verma Tailor,mumbai,400057,12442373,8259065.62,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
32,19.0743539,72.8252062,bakery,Ahmed Bakery,mumbai,400052,12442373,9756860.02,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
33,19.0746073,72.8259574,tea,,mumbai,400052,12442373,2447725.33,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
34,18.9339735,72.8239451,travel_agency,Iran Air,mumbai,400020,12442373,3332120.66,Services,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
35,18.9261477,72.8278365,travel_agency,Korean Air,mumbai,400023,12442373,3415666.5,Services,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
36,18.9201305,72.8302145,shoes,Bata,mumbai,400039,12442373,3672892.04,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
37,18.9192171,72.8292274,pastry,Theobroma,mumbai,400039,12442373,2965132.41,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
38,19.1029995,72.8451435,hairdresser,Hair Plus Saloon,mumbai,400057,12442373,3088553,Health & Beauty,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
39,19.1030831,72.845452,car_repair,Hilti,mumbai,400057,12442373,3255157.51,Services,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
40,19.1030656,72.8475709,convenience,Regal Optics,mumbai,400057,12442373,4028049.52,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
41,19.1031922,72.8479705,books,Chirag Book,mumbai,400057,12442373,195601.88,Specialty & Hobby,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
42,19.1032024,72.8481771,convenience,Raghuvir Stores,mumbai,400057,12442373,3481136.31,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
43,19.1032098,72.8473027,books,Jignesh Book,mumbai,400057,12442373,180423.24,Specialty & Hobby,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
44,19.103252,72.8473598,jewelry,Shivkeerti,mumbai,400057,12442373,2950080.18,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
45,19.1032354,72.8489013,clothes,Cotton King,mumbai,400057,12442373,6772009.44,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
46,19.1032125,72.8487564,books,Sandip Book,mumbai,400057,12442373,181145.31,Specialty & Hobby,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
47,19.1035698,72.8493894,hairdresser,Lakme Salon,mumbai,400057,12442373,3089868.06,Health & Beauty,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
48,19.1034482,72.849105,convenience,Hari Om Milk & Colddrink,mumbai,400057,12442373,4251060.14,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
49,19.1033847,72.8495879,doityourself,Tejas Electronics,mumbai,400057,12442373,2706068.21,Home & Garden,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
50,19.1033823,72.8497784,convenience,Thote Milk,mumbai,400057,12442373,3130942.88,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
51,19.1035927,72.8511972,books,Aanand Book,mumbai,400057,12442373,173405.84,Specialty & Hobby,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
52,19.1035775,72.8513983,gift,Milan,mumbai,400057,12442373,2772588.3,Specialty & Hobby,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
53,19.10359,72.8514949,convenience,Mukesh Lights & Ceramics,mumbai,400057,12442373,3878199.07,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
54,19.1035804,72.8515897,convenience,Pankaj,mumbai,400057,12442373,3902450.66,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
55,19.1035676,72.8516755,doityourself,Mukesh Electric & Hardware,mumbai,400057,12442373,3039655.52,Home & Garden,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
56,19.1037573,72.8511489,bakery,Birdy's,mumbai,400057,12442373,7575484.91,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
57,19.103651,72.8525384,jewelry,V.D.Parekh,mumbai,400057,12442373,3574199.15,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
58,19.103618,72.8527235,convenience,Jayant Janaral Stores,mumbai,400057,12442373,4453720.02,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
59,19.1037955,72.8527609,convenience,Sapre,mumbai,400057,12442373,3337613.42,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
60,19.1037751,72.8530184,convenience,Vaibhav Decorators,mumbai,400057,12442373,3830329.09,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
61,19.1038094,72.8529082,convenience,Ganesh Stores,mumbai,400057,12442373,4547965.98,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
62,19.1035621,72.8537319,car_repair,Deepak Auto,mumbai,400057,12442373,3307871.71,Services,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
63,19.1035647,72.8536487,convenience,Naresh Ceramics,mumbai,400057,12442373,4992510.36,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
64,19.1037984,72.8530721,convenience,Krishna Dairy Farm,mumbai,400057,12442373,3288097.58,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Hanuman Road"
65,18.9603218,72.8164556,battery,Pitambra Power,mumbai,400004,12442373,3099754.01,Electronics & Auto,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
66,19.0716526,72.8225406,car,Salim Garage,mumbai,400052,12442373,2718023.62,Electronics & Auto,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
67,19.0733723,72.8234599,convenience,Store,mumbai,400052,12442373,4088976.41,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
68,19.0733981,72.8235662,convenience,Store,mumbai,400052,12442373,4462808.28,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
69,19.0734907,72.8235607,convenience,Store,mumbai,400052,12442373,4430288.49,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
70,19.0729122,72.8232891,tailor,Prakash Tailor,mumbai,400052,12442373,3431983.29,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
71,19.0712779,72.8240456,florist,pretty Petals,mumbai,400052,12442373,3797890.3,Home & Garden,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
72,19.0718525,72.8248073,tattoo,Hakim Alims Tattoo,mumbai,400052,12442373,2213703.3,Health & Beauty,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
73,19.0525297,72.9001451,kiosk,MCGM Information Kiosk,mumbai,400089,12442373,2513509.61,General Retail,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
74,19.1147139,72.827495,books,Cross Word,mumbai,400058,12442373,137948.04,Specialty & Hobby,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Parulekar Road"
75,19.1145973,72.8275004,department_store,Shoppers Stop,mumbai,400058,12442373,2590734.76,General Retail,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
76,19.1129968,72.8283585,electronics,Cromā,mumbai,400058,12442373,3252468.94,Electronics & Auto,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
77,19.1321108,72.8696918,car_repair,Shakti Sai Tyres Pvt. Ltd.,mumbai,400093,12442373,2937145.44,Services,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
78,18.9165338,72.8175939,convenience,King Plaza,mumbai,400005,0,54194.76,Food & Grocery,0,0,0,0,0,0,0,0,0,0,0," ,GD Somani Road"
79,19.1100316,72.8266581,bakery,Fresco Bakery,mumbai,400058,12442373,7175096.34,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
80,19.1178214,72.8533808,convenience,Jain Tripathi & Co.,mumbai,400069,12442373,3779996.84,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
81,19.2269553,72.8629775,supermarket,Metro,mumbai,400066,12442373,4575582.96,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Western Express Highway"
82,19.1204539,72.9263887,supermarket,Home Town,mumbai,400059,12442373,4225955.05,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
83,19.2239978,72.8539275,clothes,Pantaloons,mumbai,400066,12442373,7085547.69,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
84,19.2277958,72.85551,convenience,Anupam Superstore,mumbai,400066,12442373,4229714.08,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
85,19.230373,72.8402614,supermarket,Gangar Supermarket,mumbai,400091,12442373,3508589.42,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
86,18.9243285,72.83175,supermarket,Sahakari Bhandar,mumbai,400039,12442373,3986498.56,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
87,18.934187,72.83481,books,Strand Book Stall,mumbai,400038,12442373,163417.25,Specialty & Hobby,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Sayed Abdullah Brevi Road"
88,19.0705394,72.8988757,supermarket,R S Mani Supermarket,mumbai,400089,12442373,3789096.26,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
89,19.1035347,72.8316244,supermarket,Sahakari Bhandar,mumbai,400057,12442373,4797319.75,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
90,19.1171272,72.9098431,hairdresser,Enrich Salons,mumbai,400076,12442373,3350038.63,Health & Beauty,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Central Avenue, Powai"
91,19.1386267,72.8158504,alcohol,Seasons's Wines,mumbai,400061,12442373,3368118.65,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
92,19.1307805,72.8198019,clothes,Mango,mumbai,400061,12442373,8514188.98,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
93,19.1393379,72.8320061,car,SK Wheels,mumbai,400053,12442373,2434495.2,Electronics & Auto,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,New Link Road, Andheri West"
94,19.2168,72.8703672,convenience,,mumbai,400101,12442373,4230737.34,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
95,19.2181864,72.8688882,convenience,,mumbai,400066,12442373,4387331.91,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
96,19.2175725,72.8707668,convenience,,mumbai,400101,12442373,4561710.04,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
97,19.209009,72.8739023,supermarket,DMart,mumbai,400101,12442373,3283753.09,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
98,19.2120029,72.8735054,alcohol,Ricky Wines,mumbai,400101,12442373,2631484.28,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
99,19.2165847,72.8704235,convenience,,mumbai,400101,12442373,4798717.82,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
100,19.2123321,72.8728884,supermarket,Nature's Basket,mumbai,400101,12442373,5245696.52,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Viceroy Court, opp. Domino's Pizza, Thakur Village, Kandivali East, Mumbai, Maharashtra 400101"
101,19.2119928,72.8742029,bakery,,mumbai,400101,12442373,5532004.9,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
102,19.1254948,72.8221529,bakery,Mad Over Donuts,mumbai,400061,12442373,7162037.66,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Juhu Versova Link Road"
103,19.1253435,72.8222929,hairdresser,Salon Drama,mumbai,400053,12442373,3165456.12,Health & Beauty,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
104,19.1422813,72.8291013,clothes,Falak Womenswear,mumbai,400053,12442373,8429572.33,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
105,19.1468296,72.8293642,convenience,Godrej Natures Basket,mumbai,400053,12442373,3722798.13,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Walawalkar Marg, Andheri(West),"
106,19.1374694,72.8315851,jewelry,Tanishq,mumbai,400053,12442373,3638543.58,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159,"Tanishq,New Link Road, Andheri West"
107,19.1371099,72.8321829,car,Renault,mumbai,400053,12442373,2608508.44,Electronics & Auto,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,New Link Road, Andheri West"
108,19.134244,72.8320998,car_repair,Vitesse Maruti Suzuki Service,mumbai,400058,12442373,3977218.21,Services,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,New Link Road, Andheri West"
109,19.1316654,72.8354256,car,Autobahn Skoda,mumbai,400053,12442373,2811519.89,Electronics & Auto,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Off Veera Desai Road"
110,19.1316731,72.8352861,car,Volkswagen Mumbai West,mumbai,400053,12442373,2693649.05,Electronics & Auto,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,Off Veera Desai Road"
111,19.1251922,72.8223929,alcohol,Vikas Wines,mumbai,400053,12442373,3147963.45,Food & Grocery,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
112,19.1359747,72.8322553,car,Fiat,mumbai,400053,12442373,2320895.15,Electronics & Auto,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," ,New Link Road, Andheri West"
113,19.1416711,72.8300478,clothes,Options,mumbai,400053,12442373,8726843.34,Fashion,0.075,0.8105,0.189502919,0.096747622,0.00114954,0.001824973,0.011704761,0.365092013,0.023641873,0.023641873,0.403413159," , "
